"","Year","Country...territory.of.asylum.residence","Origin","Population.type","Value"
"4001",1987,"India","Afghanistan","Refugees (incl. refugee-like situations)","5180"
"4002",1987,"India","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","1440"
"4003",1987,"India","Various/Unknown","Refugees (incl. refugee-like situations)","100"
"4004",1987,"Ireland","Various/Unknown","Refugees (incl. refugee-like situations)","540"
"4005",1987,"Iran (Islamic Rep. of)","Afghanistan","Refugees (incl. refugee-like situations)","2350000"
"4006",1987,"Iran (Islamic Rep. of)","Iraq","Refugees (incl. refugee-like situations)","410000"
"4007",1987,"Iraq","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","1000"
"4008",1987,"Italy","Afghanistan","Refugees (incl. refugee-like situations)","560"
"4009",1987,"Italy","Angola","Refugees (incl. refugee-like situations)","33"
"4010",1987,"Italy","Albania","Refugees (incl. refugee-like situations)","69"
"4011",1987,"Italy","Argentina","Refugees (incl. refugee-like situations)","47"
"4012",1987,"Italy","Armenia","Refugees (incl. refugee-like situations)","28"
"4013",1987,"Italy","Burundi","Refugees (incl. refugee-like situations)","1"
"4014",1987,"Italy","Bangladesh","Refugees (incl. refugee-like situations)","2"
"4015",1987,"Italy","Bulgaria","Refugees (incl. refugee-like situations)","138"
"4016",1987,"Italy","Bolivia (Plurinational State of)","Refugees (incl. refugee-like situations)","1"
"4017",1987,"Italy","Brazil","Refugees (incl. refugee-like situations)","1"
"4018",1987,"Italy","Chile","Refugees (incl. refugee-like situations)","96"
"4019",1987,"Italy","China","Refugees (incl. refugee-like situations)","24"
"4020",1987,"Italy","C̫te d'Ivoire","Refugees (incl. refugee-like situations)","1"
"4021",1987,"Italy","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","38"
"4022",1987,"Italy","Cuba","Refugees (incl. refugee-like situations)","6"
"4023",1987,"Italy","Czech Rep.","Refugees (incl. refugee-like situations)","385"
"4024",1987,"Italy","Algeria","Refugees (incl. refugee-like situations)","1"
"4025",1987,"Italy","Egypt","Refugees (incl. refugee-like situations)","8"
"4026",1987,"Italy","Eritrea","Refugees (incl. refugee-like situations)","167"
"4027",1987,"Italy","Ethiopia","Refugees (incl. refugee-like situations)","933"
"4028",1987,"Italy","Ghana","Refugees (incl. refugee-like situations)","126"
"4029",1987,"Italy","Guinea-Bissau","Refugees (incl. refugee-like situations)","2"
"4030",1987,"Italy","Honduras","Refugees (incl. refugee-like situations)","1"
"4031",1987,"Italy","Hungary","Refugees (incl. refugee-like situations)","329"
"4032",1987,"Italy","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","2452"
"4033",1987,"Italy","Iraq","Refugees (incl. refugee-like situations)","458"
"4034",1987,"Italy","Jordan","Refugees (incl. refugee-like situations)","4"
"4035",1987,"Italy","Cambodia","Refugees (incl. refugee-like situations)","189"
"4036",1987,"Italy","Lao People's Dem. Rep.","Refugees (incl. refugee-like situations)","114"
"4037",1987,"Italy","Libya","Refugees (incl. refugee-like situations)","250"
"4038",1987,"Italy","Sri Lanka","Refugees (incl. refugee-like situations)","59"
"4039",1987,"Italy","Morocco","Refugees (incl. refugee-like situations)","2"
"4040",1987,"Italy","Mauritania","Refugees (incl. refugee-like situations)","1"
"4041",1987,"Italy","Namibia","Refugees (incl. refugee-like situations)","6"
"4042",1987,"Italy","Nigeria","Refugees (incl. refugee-like situations)","3"
"4043",1987,"Italy","Pakistan","Refugees (incl. refugee-like situations)","1"
"4044",1987,"Italy","Poland","Refugees (incl. refugee-like situations)","945"
"4045",1987,"Italy","Palestinian","Refugees (incl. refugee-like situations)","4"
"4046",1987,"Italy","Romania","Refugees (incl. refugee-like situations)","900"
"4047",1987,"Italy","Russian Federation","Refugees (incl. refugee-like situations)","8683"
"4048",1987,"Italy","Rwanda","Refugees (incl. refugee-like situations)","1"
"4049",1987,"Italy","Sudan","Refugees (incl. refugee-like situations)","16"
"4050",1987,"Italy","El Salvador","Refugees (incl. refugee-like situations)","4"
"4051",1987,"Italy","Somalia","Refugees (incl. refugee-like situations)","22"
"4052",1987,"Italy","Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)","42"
"4053",1987,"Italy","Seychelles","Refugees (incl. refugee-like situations)","2"
"4054",1987,"Italy","Syrian Arab Rep.","Refugees (incl. refugee-like situations)","20"
"4055",1987,"Italy","Chad","Refugees (incl. refugee-like situations)","8"
"4056",1987,"Italy","Togo","Refugees (incl. refugee-like situations)","5"
"4057",1987,"Italy","Tunisia","Refugees (incl. refugee-like situations)","6"
"4058",1987,"Italy","Turkey","Refugees (incl. refugee-like situations)","4"
"4059",1987,"Italy","Uganda","Refugees (incl. refugee-like situations)","31"
"4060",1987,"Italy","Uruguay","Refugees (incl. refugee-like situations)","39"
"4061",1987,"Italy","Viet Nam","Refugees (incl. refugee-like situations)","3106"
"4062",1987,"Italy","Stateless","Refugees (incl. refugee-like situations)","32"
"4063",1987,"Italy","Various/Unknown","Refugees (incl. refugee-like situations)","18"
"4064",1987,"Italy","Yemen","Refugees (incl. refugee-like situations)","1"
"4065",1987,"Italy","South Africa","Refugees (incl. refugee-like situations)","1"
"4066",1987,"Japan","Viet Nam","Refugees (incl. refugee-like situations)","5601"
"4067",1987,"Kenya","Ethiopia","Refugees (incl. refugee-like situations)","2010"
"4068",1987,"Kenya","Ethiopia","Returnees","140"
"4069",1987,"Kenya","Mozambique","Refugees (incl. refugee-like situations)","260"
"4070",1987,"Kenya","Namibia","Refugees (incl. refugee-like situations)","70"
"4071",1987,"Kenya","Rwanda","Refugees (incl. refugee-like situations)","1990"
"4072",1987,"Kenya","Sudan","Refugees (incl. refugee-like situations)","140"
"4073",1987,"Kenya","Somalia","Refugees (incl. refugee-like situations)","140"
"4074",1987,"Kenya","Uganda","Refugees (incl. refugee-like situations)","5460"
"4075",1987,"Kenya","Uganda","Returnees","120"
"4076",1987,"Kenya","Various/Unknown","Refugees (incl. refugee-like situations)","70"
"4077",1987,"Kenya","South Africa","Refugees (incl. refugee-like situations)","80"
"4078",1987,"Rep. of Korea","Viet Nam","Refugees (incl. refugee-like situations)","60"
"4079",1987,"Lao People's Dem. Rep.","Cambodia","Refugees (incl. refugee-like situations)","80"
"4080",1987,"Lebanon","Various/Unknown","Refugees (incl. refugee-like situations)","5900"
"4081",1987,"Liberia","Various/Unknown","Refugees (incl. refugee-like situations)","170"
"4082",1987,"Lesotho","South Africa","Refugees (incl. refugee-like situations)","4000"
"4083",1987,"China, Macao SAR","Viet Nam","Refugees (incl. refugee-like situations)","500"
"4084",1987,"Morocco","Spain","Refugees (incl. refugee-like situations)","60"
"4085",1987,"Morocco","Various/Unknown","Refugees (incl. refugee-like situations)","740"
"4086",1987,"Mexico","Chile","Refugees (incl. refugee-like situations)","980"
"4087",1987,"Mexico","Guatemala","Refugees (incl. refugee-like situations)","45000"
"4088",1987,"Mexico","Nicaragua","Refugees (incl. refugee-like situations)","110"
"4089",1987,"Mexico","El Salvador","Refugees (incl. refugee-like situations)","120000"
"4090",1987,"Mexico","Various/Unknown","Refugees (incl. refugee-like situations)","11000"
"4091",1987,"Mali","Guinea","Refugees (incl. refugee-like situations)","50"
"4092",1987,"Mozambique","Chile","Refugees (incl. refugee-like situations)","130"
"4093",1987,"Mozambique","Chile","Returnees","60"
"4094",1987,"Mozambique","Indonesia","Refugees (incl. refugee-like situations)","60"
"4095",1987,"Mozambique","Various/Unknown","Refugees (incl. refugee-like situations)","50"
"4096",1987,"Mozambique","South Africa","Refugees (incl. refugee-like situations)","160"
"4097",1987,"Mauritania","Various/Unknown","Refugees (incl. refugee-like situations)","50"
"4098",1987,"Malawi","Mozambique","Refugees (incl. refugee-like situations)","401640"
"4099",1987,"Malawi","Mozambique","Returnees","42300"
"4100",1987,"Malaysia","Cambodia","Refugees (incl. refugee-like situations)","300"
"4101",1987,"Malaysia","Philippines","Refugees (incl. refugee-like situations)","90000"
"4102",1987,"Malaysia","Viet Nam","Refugees (incl. refugee-like situations)","9120"
"4103",1987,"Nigeria","Ethiopia","Refugees (incl. refugee-like situations)","50"
"4104",1987,"Nigeria","Ghana","Refugees (incl. refugee-like situations)","280"
"4105",1987,"Nigeria","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","70"
"4106",1987,"Nigeria","Sri Lanka","Refugees (incl. refugee-like situations)","160"
"4107",1987,"Nigeria","Namibia","Refugees (incl. refugee-like situations)","120"
"4108",1987,"Nigeria","Chad","Refugees (incl. refugee-like situations)","4310"
"4109",1987,"Nigeria","Chad","Returnees","1270"
"4110",1987,"Nigeria","Various/Unknown","Refugees (incl. refugee-like situations)","110"
"4111",1987,"Nicaragua","Guatemala","Refugees (incl. refugee-like situations)","500"
"4112",1987,"Nicaragua","El Salvador","Refugees (incl. refugee-like situations)","8500"
"4113",1987,"Nicaragua","El Salvador","Returnees","210"
"4114",1987,"Netherlands","Various/Unknown","Refugees (incl. refugee-like situations)","24000"
"4115",1987,"Norway","Various/Unknown","Refugees (incl. refugee-like situations)","15000"
"4116",1987,"Nepal","Tibetan","Refugees (incl. refugee-like situations)","14800"
"4117",1987,"New Zealand","Various/Unknown","Refugees (incl. refugee-like situations)","4200"
"4118",1987,"Pakistan","Afghanistan","Refugees (incl. refugee-like situations)","3156000"
"4119",1987,"Pakistan","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","3000"
"4120",1987,"Panama","Nicaragua","Refugees (incl. refugee-like situations)","400"
"4121",1987,"Panama","El Salvador","Refugees (incl. refugee-like situations)","900"
"4122",1987,"Panama","Various/Unknown","Refugees (incl. refugee-like situations)","300"
"4123",1987,"Peru","Chile","Refugees (incl. refugee-like situations)","50"
"4124",1987,"Peru","Cuba","Refugees (incl. refugee-like situations)","370"
"4125",1987,"Peru","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","60"
"4126",1987,"Peru","Various/Unknown","Refugees (incl. refugee-like situations)","160"
"4127",1987,"Philippines","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","210"
"4128",1987,"Philippines","Viet Nam","Refugees (incl. refugee-like situations)","3220"
"4129",1987,"Philippines","Various/Unknown","Refugees (incl. refugee-like situations)","9740"
"4130",1987,"Papua New Guinea","Indonesia","Refugees (incl. refugee-like situations)","9620"
"4131",1987,"Papua New Guinea","Indonesia","Returnees","1330"
"4132",1987,"Portugal","Various/Unknown","Refugees (incl. refugee-like situations)","800"
"4133",1987,"Paraguay","Various/Unknown","Refugees (incl. refugee-like situations)","50"
"4134",1987,"Rwanda","Burundi","Refugees (incl. refugee-like situations)","19470"
"4135",1987,"Sudan","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","5000"
"4136",1987,"Sudan","Ethiopia","Refugees (incl. refugee-like situations)","627070"
"4137",1987,"Sudan","Ethiopia","Returnees","25610"
"4138",1987,"Sudan","Chad","Refugees (incl. refugee-like situations)","75000"
"4139",1987,"Sudan","Chad","Returnees","1580"
"4140",1987,"Sudan","Uganda","Refugees (incl. refugee-like situations)","100000"
"4141",1987,"Sudan","Uganda","Returnees","68200"
"4142",1987,"Senegal","Guinea-Bissau","Refugees (incl. refugee-like situations)","5000"
"4143",1987,"Senegal","Various/Unknown","Refugees (incl. refugee-like situations)","180"
"4144",1987,"Singapore","Iran (Islamic Rep. of)","Returnees","100"
"4145",1987,"Singapore","Viet Nam","Refugees (incl. refugee-like situations)","320"
"4146",1987,"Singapore","Various/Unknown","Returnees","60"
"4147",1987,"Sierra Leone","Namibia","Refugees (incl. refugee-like situations)","90"
"4148",1987,"Sierra Leone","Namibia","Returnees","60"
"4149",1987,"El Salvador","Nicaragua","Refugees (incl. refugee-like situations)","300"
"4150",1987,"Somalia","Ethiopia","Refugees (incl. refugee-like situations)","840100"
"4151",1987,"Somalia","Ethiopia","Returnees","30230"
"4152",1987,"Serbia and Kosovo (S/RES/1244 (1999))","Albania","Refugees (incl. refugee-like situations)","60"
"4153",1987,"Serbia and Kosovo (S/RES/1244 (1999))","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","50"
"4154",1987,"Serbia and Kosovo (S/RES/1244 (1999))","Romania","Refugees (incl. refugee-like situations)","680"
"4155",1987,"Serbia and Kosovo (S/RES/1244 (1999))","Various/Unknown","Refugees (incl. refugee-like situations)","610"
"4156",1987,"Sweden","Various/Unknown","Refugees (incl. refugee-like situations)","130000"
"4157",1987,"Swaziland","Mozambique","Refugees (incl. refugee-like situations)","7700"
"4158",1987,"Swaziland","Various/Unknown","Refugees (incl. refugee-like situations)","50"
"4159",1987,"Swaziland","South Africa","Refugees (incl. refugee-like situations)","6800"
"4160",1987,"Togo","Ghana","Refugees (incl. refugee-like situations)","3390"
"4161",1987,"Togo","Various/Unknown","Refugees (incl. refugee-like situations)","70"
"4162",1987,"Thailand","Cambodia","Refugees (incl. refugee-like situations)","22970"
"4163",1987,"Thailand","Lao People's Dem. Rep.","Refugees (incl. refugee-like situations)","74980"
"4164",1987,"Thailand","Lao People's Dem. Rep.","Returnees","2640"
"4165",1987,"Thailand","Viet Nam","Refugees (incl. refugee-like situations)","14540"
"4166",1987,"Thailand","Various/Unknown","Refugees (incl. refugee-like situations)","250"
"4167",1987,"Turkey","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","1250"
"4168",1987,"Turkey","Iraq","Refugees (incl. refugee-like situations)","190"
"4169",1987,"Turkey","Various/Unknown","Refugees (incl. refugee-like situations)","760"
"4170",1987,"United Rep. of Tanzania","Burundi","Refugees (incl. refugee-like situations)","154440"
"4171",1987,"United Rep. of Tanzania","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","16000"
"4172",1987,"United Rep. of Tanzania","Mozambique","Refugees (incl. refugee-like situations)","72000"
"4173",1987,"United Rep. of Tanzania","Rwanda","Refugees (incl. refugee-like situations)","22300"
"4174",1987,"United Rep. of Tanzania","Various/Unknown","Refugees (incl. refugee-like situations)","1460"
"4175",1987,"Uganda","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","1640"
"4176",1987,"Uganda","Ethiopia","Refugees (incl. refugee-like situations)","110"
"4177",1987,"Uganda","Rwanda","Refugees (incl. refugee-like situations)","83860"
"4178",1987,"Uganda","Sudan","Refugees (incl. refugee-like situations)","3010"
"4179",1987,"Uganda","Various/Unknown","Refugees (incl. refugee-like situations)","50"
"4180",1987,"Uruguay","Various/Unknown","Refugees (incl. refugee-like situations)","110"
"4181",1987,"United States of America","Various/Unknown","Refugees (incl. refugee-like situations)","365726"
"4182",1987,"Venezuela (Bolivarian Republic of)","Chile","Refugees (incl. refugee-like situations)","60"
"4183",1987,"Venezuela (Bolivarian Republic of)","Cuba","Refugees (incl. refugee-like situations)","330"
"4184",1987,"Venezuela (Bolivarian Republic of)","Haiti","Refugees (incl. refugee-like situations)","80"
"4185",1987,"Venezuela (Bolivarian Republic of)","Nicaragua","Refugees (incl. refugee-like situations)","60"
"4186",1987,"Venezuela (Bolivarian Republic of)","Various/Unknown","Refugees (incl. refugee-like situations)","1370"
"4187",1987,"Viet Nam","Cambodia","Refugees (incl. refugee-like situations)","25000"
"4188",1987,"Yemen","Ethiopia","Refugees (incl. refugee-like situations)","3000"
"4189",1987,"Yemen","Yemen","Refugees (incl. refugee-like situations)","70000"
"4190",1987,"Zambia","Angola","Refugees (incl. refugee-like situations)","93000"
"4191",1987,"Zambia","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","9200"
"4192",1987,"Zambia","Mozambique","Refugees (incl. refugee-like situations)","30000"
"4193",1987,"Zambia","Mozambique","Returnees","3310"
"4194",1987,"Zambia","Malawi","Refugees (incl. refugee-like situations)","450"
"4195",1987,"Zambia","Namibia","Refugees (incl. refugee-like situations)","6200"
"4196",1987,"Zambia","Uganda","Refugees (incl. refugee-like situations)","1200"
"4197",1987,"Zambia","Various/Unknown","Refugees (incl. refugee-like situations)","100"
"4198",1987,"Zambia","South Africa","Refugees (incl. refugee-like situations)","3900"
"4199",1987,"Zambia","Zimbabwe","Refugees (incl. refugee-like situations)","50"
"4200",1987,"Zimbabwe","Mozambique","Refugees (incl. refugee-like situations)","123400"
"4201",1987,"Zimbabwe","Mozambique","Returnees","11850"
"4202",1987,"Zimbabwe","South Africa","Refugees (incl. refugee-like situations)","210"
"4203",1988,"Angola","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","12150"
"4204",1988,"Angola","Dem. Rep. of the Congo","Returnees","50"
"4205",1988,"Angola","Namibia","Refugees (incl. refugee-like situations)","69000"
"4206",1988,"Angola","South Africa","Refugees (incl. refugee-like situations)","9200"
"4207",1988,"Argentina","Various/Unknown","Refugees (incl. refugee-like situations)","13578"
"4208",1988,"Argentina","Various/Unknown","Returnees","390"
"4209",1988,"Australia","Various/Unknown","Refugees (incl. refugee-like situations)","90970"
"4210",1988,"Austria","Various/Unknown","Refugees (incl. refugee-like situations)","39830"
"4211",1988,"Burundi","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","59602"
"4212",1988,"Burundi","Rwanda","Refugees (incl. refugee-like situations)","207508"
"4213",1988,"Burundi","Uganda","Refugees (incl. refugee-like situations)","380"
"4214",1988,"Burundi","Various/Unknown","Refugees (incl. refugee-like situations)","10"
"4215",1988,"Belgium","Various/Unknown","Refugees (incl. refugee-like situations)","23117"
"4216",1988,"Benin","Chad","Refugees (incl. refugee-like situations)","1101"
"4217",1988,"Benin","Various/Unknown","Refugees (incl. refugee-like situations)","75"
"4218",1988,"Burkina Faso","Chad","Refugees (incl. refugee-like situations)","190"
"4219",1988,"Burkina Faso","Various/Unknown","Refugees (incl. refugee-like situations)","70"
"4220",1988,"Bahrain","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","50"
"4221",1988,"Belize","Guatemala","Refugees (incl. refugee-like situations)","7000"
"4222",1988,"Belize","El Salvador","Refugees (incl. refugee-like situations)","3000"
"4223",1988,"Belize","Various/Unknown","Refugees (incl. refugee-like situations)","20100"
"4224",1988,"Bolivia (Plurinational State of)","Various/Unknown","Refugees (incl. refugee-like situations)","220"
"4225",1988,"Brazil","Various/Unknown","Refugees (incl. refugee-like situations)","5332"
"4226",1988,"Botswana","Angola","Refugees (incl. refugee-like situations)","200"
"4227",1988,"Botswana","Namibia","Returnees","160"
"4228",1988,"Botswana","Various/Unknown","Refugees (incl. refugee-like situations)","1311"
"4229",1988,"Botswana","South Africa","Refugees (incl. refugee-like situations)","190"
"4230",1988,"Botswana","South Africa","Returnees","50"
"4231",1988,"Botswana","Zimbabwe","Refugees (incl. refugee-like situations)","624"
"4232",1988,"Botswana","Zimbabwe","Returnees","490"
"4233",1988,"Central African Rep.","Chad","Refugees (incl. refugee-like situations)","2924"
"4234",1988,"Central African Rep.","Chad","Returnees","1290"
"4235",1988,"Central African Rep.","Various/Unknown","Refugees (incl. refugee-like situations)","224"
"4236",1988,"Canada","Various/Unknown","Refugees (incl. refugee-like situations)","116434"
"4237",1988,"Switzerland","Various/Unknown","Refugees (incl. refugee-like situations)","31949"
"4238",1988,"Chile","Various/Unknown","Refugees (incl. refugee-like situations)","300"
"4239",1988,"China","Lao People's Dem. Rep.","Refugees (incl. refugee-like situations)","3800"
"4240",1988,"China","Viet Nam","Refugees (incl. refugee-like situations)","280500"
"4241",1988,"C̫te d'Ivoire","Benin","Refugees (incl. refugee-like situations)","50"
"4242",1988,"C̫te d'Ivoire","Ghana","Refugees (incl. refugee-like situations)","110"
"4243",1988,"C̫te d'Ivoire","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","70"
"4244",1988,"C̫te d'Ivoire","Cambodia","Refugees (incl. refugee-like situations)","50"
"4245",1988,"C̫te d'Ivoire","Chad","Refugees (incl. refugee-like situations)","90"
"4246",1988,"C̫te d'Ivoire","Viet Nam","Refugees (incl. refugee-like situations)","260"
"4247",1988,"C̫te d'Ivoire","Various/Unknown","Refugees (incl. refugee-like situations)","170"
"4248",1988,"Cameroon","Chad","Refugees (incl. refugee-like situations)","50784"
"4249",1988,"Cameroon","Chad","Returnees","2820"
"4250",1988,"Cameroon","Various/Unknown","Refugees (incl. refugee-like situations)","376"
"4251",1988,"Dem. Rep. of the Congo","Angola","Refugees (incl. refugee-like situations)","310085"
"4252",1988,"Dem. Rep. of the Congo","Angola","Returnees","610"
"4253",1988,"Dem. Rep. of the Congo","Burundi","Refugees (incl. refugee-like situations)","13299"
"4254",1988,"Dem. Rep. of the Congo","Rwanda","Refugees (incl. refugee-like situations)","12000"
"4255",1988,"Dem. Rep. of the Congo","Uganda","Refugees (incl. refugee-like situations)","3998"
"4256",1988,"Dem. Rep. of the Congo","Uganda","Returnees","1200"
"4257",1988,"Dem. Rep. of the Congo","Various/Unknown","Refugees (incl. refugee-like situations)","1293"
"4258",1988,"Congo","Angola","Returnees","50"
"4259",1988,"Congo","Central African Rep.","Refugees (incl. refugee-like situations)","170"
"4260",1988,"Congo","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","380"
"4261",1988,"Congo","Rwanda","Refugees (incl. refugee-like situations)","110"
"4262",1988,"Congo","Chad","Refugees (incl. refugee-like situations)","1410"
"4263",1988,"Congo","Various/Unknown","Refugees (incl. refugee-like situations)","90"
"4264",1988,"Colombia","Chile","Refugees (incl. refugee-like situations)","180"
"4265",1988,"Colombia","Nicaragua","Refugees (incl. refugee-like situations)","90"
"4266",1988,"Colombia","Various/Unknown","Refugees (incl. refugee-like situations)","450"
"4267",1988,"Costa Rica","Guatemala","Refugees (incl. refugee-like situations)","200"
"4268",1988,"Costa Rica","Nicaragua","Refugees (incl. refugee-like situations)","31988"
"4269",1988,"Costa Rica","Nicaragua","Returnees","440"
"4270",1988,"Costa Rica","El Salvador","Refugees (incl. refugee-like situations)","6239"
"4271",1988,"Costa Rica","El Salvador","Returnees","320"
"4272",1988,"Costa Rica","Various/Unknown","Refugees (incl. refugee-like situations)","240373"
"4273",1988,"Cuba","Various/Unknown","Refugees (incl. refugee-like situations)","2000"
"4274",1988,"Cyprus","Iran (Islamic Rep. of)","Returnees","230"
"4275",1988,"Cyprus","Various/Unknown","Refugees (incl. refugee-like situations)","60"
"4276",1988,"Cyprus","Various/Unknown","Returnees","110"
"4277",1988,"Germany","Stateless","Refugees (incl. refugee-like situations)","36400"
"4278",1988,"Germany","Various/Unknown","Refugees (incl. refugee-like situations)","573800"
"4279",1988,"Djibouti","Ethiopia","Refugees (incl. refugee-like situations)","1272"
"4280",1988,"Djibouti","Ethiopia","Returnees","5230"
"4281",1988,"Denmark","Various/Unknown","Refugees (incl. refugee-like situations)","27310"
"4282",1988,"Dominican Rep.","Haiti","Refugees (incl. refugee-like situations)","4686"
"4283",1988,"Dominican Rep.","Haiti","Returnees","670"
"4284",1988,"Algeria","Western Sahara","Refugees (incl. refugee-like situations)","165000"
"4285",1988,"Algeria","Palestinian","Refugees (incl. refugee-like situations)","5000"
"4286",1988,"Ecuador","Various/Unknown","Refugees (incl. refugee-like situations)","755"
"4287",1988,"Ecuador","Various/Unknown","Returnees","50"
"4288",1988,"Egypt","Ethiopia","Refugees (incl. refugee-like situations)","648"
"4289",1988,"Egypt","Somalia","Refugees (incl. refugee-like situations)","600"
"4290",1988,"Egypt","Various/Unknown","Refugees (incl. refugee-like situations)","372"
"4291",1988,"Spain","Various/Unknown","Refugees (incl. refugee-like situations)","8691"
"4292",1988,"Ethiopia","Sudan","Refugees (incl. refugee-like situations)","328976"
"4293",1988,"Ethiopia","Sudan","Returnees","1320"
"4294",1988,"Ethiopia","Somalia","Refugees (incl. refugee-like situations)","350067"
"4295",1988,"Ethiopia","Various/Unknown","Refugees (incl. refugee-like situations)","489"
"4296",1988,"Finland","Various/Unknown","Refugees (incl. refugee-like situations)","1065"
"4297",1988,"France","Various/Unknown","Refugees (incl. refugee-like situations)","183946"
"4298",1988,"United Kingdom","Afghanistan","Refugees (incl. refugee-like situations)","241"
"4299",1988,"United Kingdom","Angola","Refugees (incl. refugee-like situations)","16"
"4300",1988,"United Kingdom","Argentina","Refugees (incl. refugee-like situations)","10"
"4301",1988,"United Kingdom","Bangladesh","Refugees (incl. refugee-like situations)","4"
"4302",1988,"United Kingdom","Bulgaria","Refugees (incl. refugee-like situations)","32"
"4303",1988,"United Kingdom","Bolivia (Plurinational State of)","Refugees (incl. refugee-like situations)","1"
"4304",1988,"United Kingdom","Chile","Refugees (incl. refugee-like situations)","18"
"4305",1988,"United Kingdom","China","Refugees (incl. refugee-like situations)","12"
"4306",1988,"United Kingdom","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)","18"
"4307",1988,"United Kingdom","Colombia","Refugees (incl. refugee-like situations)","35"
"4308",1988,"United Kingdom","Cuba","Refugees (incl. refugee-like situations)","5"
"4309",1988,"United Kingdom","Cyprus","Refugees (incl. refugee-like situations)","11"
"4310",1988,"United Kingdom","Czech Rep.","Refugees (incl. refugee-like situations)","102"
"4311",1988,"United Kingdom","Algeria","Refugees (incl. refugee-like situations)","4"
"4312",1988,"United Kingdom","Egypt","Refugees (incl. refugee-like situations)","5"
"4313",1988,"United Kingdom","Ethiopia","Refugees (incl. refugee-like situations)","909"
"4314",1988,"United Kingdom","Ghana","Refugees (incl. refugee-like situations)","834"
"4315",1988,"United Kingdom","Gambia","Refugees (incl. refugee-like situations)","1"
"4316",1988,"United Kingdom","Greece","Refugees (incl. refugee-like situations)","6"
"4317",1988,"United Kingdom","Grenada","Refugees (incl. refugee-like situations)","9"
"4318",1988,"United Kingdom","Guatemala","Refugees (incl. refugee-like situations)","7"
"4319",1988,"United Kingdom","Guyana","Refugees (incl. refugee-like situations)","2"
"4320",1988,"United Kingdom","Hungary","Refugees (incl. refugee-like situations)","78"
"4321",1988,"United Kingdom","India","Refugees (incl. refugee-like situations)","4"
"4322",1988,"United Kingdom","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)","8159"
"4323",1988,"United Kingdom","Iraq","Refugees (incl. refugee-like situations)","932"
"4324",1988,"United Kingdom","Israel","Refugees (incl. refugee-like situations)","3"
"4325",1988,"United Kingdom","Jordan","Refugees (incl. refugee-like situations)","1"
"4326",1988,"United Kingdom","Kenya","Refugees (incl. refugee-like situations)","2"
"4327",1988,"United Kingdom","Lao People's Dem. Rep.","Refugees (incl. refugee-like situations)","8"
"4328",1988,"United Kingdom","Lebanon","Refugees (incl. refugee-like situations)","108"
"4329",1988,"United Kingdom","Liberia","Refugees (incl. refugee-like situations)","5"
"4330",1988,"United Kingdom","Libya","Refugees (incl. refugee-like situations)","84"
"4331",1988,"United Kingdom","Sri Lanka","Refugees (incl. refugee-like situations)","3196"
"4332",1988,"United Kingdom","Maldives","Refugees (incl. refugee-like situations)","1"
"4333",1988,"United Kingdom","Malta","Refugees (incl. refugee-like situations)","1"
"4334",1988,"United Kingdom","Myanmar","Refugees (incl. refugee-like situations)","7"
"4335",1988,"United Kingdom","Mozambique","Refugees (incl. refugee-like situations)","1"
"4336",1988,"United Kingdom","Malawi","Refugees (incl. refugee-like situations)","4"
"4337",1988,"United Kingdom","Nigeria","Refugees (incl. refugee-like situations)","10"
"4338",1988,"United Kingdom","Nicaragua","Refugees (incl. refugee-like situations)","2"
"4339",1988,"United Kingdom","Pakistan","Refugees (incl. refugee-like situations)","211"
"4340",1988,"United Kingdom","Peru","Refugees (incl. refugee-like situations)","1"
"4341",1988,"United Kingdom","Poland","Refugees (incl. refugee-like situations)","266"
"4342",1988,"United Kingdom","Romania","Refugees (incl. refugee-like situations)","64"
"4343",1988,"United Kingdom","Russian Federation","Refugees (incl. refugee-like situations)","25"
"4344",1988,"United Kingdom","Rwanda","Refugees (incl. refugee-like situations)","3"
"4345",1988,"United Kingdom","Sudan","Refugees (incl. refugee-like situations)","56"
"4346",1988,"United Kingdom","Singapore","Refugees (incl. refugee-like situations)","8"
